## Soviet Decisions and Events Descriptions ##;;;;;;;;;;;;;;x
##############################################;;;;;;;;;;;;;;x
##############################################;;;;;;;;;;;;;;x
#Red Army Upgrades before GPW.;;;;;;;;;;;;;;x
EVTDESC11039;Formation of new mechanized corps started in summer 1940.\nPlaced under the command of General Mikhail L. Cherniavskii, the 1st Mechanised Corps was assembled in June 1940, using the 1st and 13th Light Tank Brigades, 20th Heavy Tank Brigade, 25th Cavalry Division and 163th Rifle Division.\nIt was stationed in Pskov as part of the Northwestern Front at the outbreak of the war. After having suffered heavy losses, it was disbanded in early August.\n\n§RNote for player: Soviet Mechanized Corps were largely destroyed during the first weeks of Barbarossa. For game purposes, they will be removed in mid-1942 to make the new Tank Corps.§W;;;;;;;;;;;;;;x
2_Mechanized_Corps_decision_title;Form the 2nd Mechanized Corps.;;;;;;;;;;;;;;x
2_Mechanized_Corps_decision_desc;This decision will give access to a Red Army historical corps.;;;;;;;;;;;;;;x
EVTDESC11040;The 2nd Mechanised Corps was placed under the command of General Iuri V. Novoselski and assembled using the 15th and 173rd Rifle Divisons, 4th Light Tank Brigade and various tank battalions from other units.\nAs part of the Soviet Union's defense of Bessarabia, it was involved in the fight for the Uman pocket in July 1941, in which it was largely destroyed.;;;;;;;;;;;;;;x
3_Mechanized_Corps_decision_title;Form the 3rd Mechanized Corps.;;;;;;;;;;;;;;x
3_Mechanized_Corps_decision_desc;This decision will give access to a Red Army historical corps.;;;;;;;;;;;;;;x
EVTDESC11041;The 3rd Mechanized Corps was placed under the command of General Aleksei V. Kurkin and assembled using the 21st Heavy Tank Brigade, 2nd Light Tank Brigade, 7th Cavalry Division and 84th Rifle Division.\nIt started the war in Lithuania and was eventually destroyed in July 1941 near Minsk.;;;;;;;;;;;;;;x
8_Mechanized_Corps_decision_title;Form the 8th Mechanized Corps.;;;;;;;;;;;;;;x
8_Mechanized_Corps_decision_desc;This decision will give access to a Red Army historical corps.;;;;;;;;;;;;;;x
EVTDESC11042;The 8th Mechanised Corps was placed under the command of General Ilia P. Alekseenko and assembled using the 4th Cavalry Corps, 23rd Light Tank Brigade, 14th Heavy Tank Brigade, 7th Rifle Division and 34th Cavalry Division.\nPart of 26th Army, Southwestern Front at the beginning of Operation Barbarossa, it was disbanded in July 1941, with the corps command being used to establish the 38th Army.;;;;;;;;;;;;;x
4_Mechanized_Corps_decision_title;Form the 4th Mechanized Corps.;;;;;;;;;;;;;;x
4_Mechanized_Corps_decision_desc;This decision will give access to a Red Army historical corps.;;;;;;;;;;;;;;x
EVTDESC11043;The 4th Mechanised Corps was placed under the command of General Andrei A. Vlasov and assembled using the 5th and 24th Light Tank Brigades, 10th Heavy Tank Brigade and 81st Rifle Division.\nPart of 6th Army, Southwestern Front, it was completely destroyed in the Uman pocket in 1941.;;;;;;;;;;;;;;x
5_Mechanized_Corps_decision_title;Form the 5th Mechanized Corps.;;;;;;;;;;;;;;x
5_Mechanized_Corps_decision_desc;This decision will give access to a Red Army historical corps.;;;;;;;;;;;;;;x
EVTDESC11044;The 5th Mechanised Corps was placed under the command of General Ilia P. Alekseenko and assembled using the 109th Rifle Division and 15th and 37th Light Tank Brigades.\nBelonging to 16th Army, originally with the Transbaikal Military District, it was ordered to deploy to the west in late May 1941. The unit was disbanded in August 1941.;;;;;;;;;;;;;;x
6_Mechanized_Corps_decision_title;Form the 6th Mechanized Corps.;;;;;;;;;;;;;;x
6_Mechanized_Corps_decision_desc;This decision will give access to a Red Army historical corps.;;;;;;;;;;;;;;x
EVTDESC11045;The 6th Mechanised Corps was placed under the command of General Mikhail G. Khatskilevich and assembled using the 3rd Cavalry Corps, 21st Heavy Tank Brigade, 29th Rifle Division and 11th Cavalry Division.\nPart of the Western Front at the beginning of the war, it scattered in late June during the German assault and was finally destroyed in the Bialystok pocket in late July.;;;;;;;;;;;;;;x
7_Mechanized_Corps_decision_title;Form the 7th Mechanized Corps.;;;;;;;;;;;;;;x
7_Mechanized_Corps_decision_desc;This decision will give access to a Red Army historical corps.;;;;;;;;;;;;;;x
EVTDESC11046;The 7th Mechanised Corps was placed under the command of General Vassili I. Vinogradov and assembled using the 39th and 55th Light Tank Brigades and the already formed 1st Moscow Red Banner Motorized Division.\nFormed in Moscow, the Corps was moved by rail to the front at the outbreak of hostilities with Germany, and ordered to lead counter-attacks on the Vitebsk-Smolensk road, resulting in heavy losses.;;;;;;;;;;;;;;x
9_Mechanized_Corps_decision_title;Form the 9th Mechanized Corps.;;;;;;;;;;;;;;x
9_Mechanized_Corps_decision_desc;This decision will give access to a Red Army historical corps.;;;;;;;;;;;;;;x
EVTDESC11047;9th Mechanized Corps was formed in Novograd-Volynski in late 1940 and placed under the command of General Konstantin K. Rokossovskiy. To create this corps, the Red Army used the 131st Rifle Division, which was then motorized, whereas its armored divisions were newly formed units, lacking 75% tanks by June 1941.;;;;;;;;;;;;;;x
Motorized_Brigades_1940_Nov_decision_title;Form the Motorized Brigades.;;;;;;;;;;;;;;x
Motorized_Brigades_1940_Nov_decision_desc;This decision will give access to Red Army historical units.;;;;;;;;;;;;;;x
EVTDESC11048;By order of the People's Commissariat of Defence (NKO) of November 4th, 1940, 20 Motorized Machine Gun-Artillery Brigades (in Russian : Motorizovannaya Pulemotno-Artilleriyskaya Brigada) were to be raised in the various Military Districts, alongside new tank formations. Each brigade was made up of 4 machine-gun battalions, a rifle and machine-gun battalion, an artillery regiment, a separate anti-aircraft artillery division, some sapper, road, medical and sanitary battalions along with separate tank fire, mortar and reconnaissance companies. They were intended primarily for covering the borders, especially during the concentration of troops in other locations.\n\n§RNote for player. Most of these motorized brigades were used in March 1941 to form the new Mechanized Corps. So don't skip them if you want to get access to these historical formations§W.;;;;;;;;;;;;;;x
Motorize_69_Rifle_Division_decision_title;Motorize the 69th Rifle Division.;;;;;;;;;;;;;;x
Motorize_69_Rifle_Division_decision_desc;This decision will upgrade a Red Army historical unit.;;;;;;;;;;;;;;x
EVTDESC11049;The 69th Motor Rifle Division was set up in March 1941 by the motorization of the 69th Rifle Division, stationed in Blagoveshchensk (Soviet-Manchukuo border). In June 1941, it was transferred in the West to face the German invasion.\nInitialy, the division was renamed to the 107th Tank Division but, after losing all its tanks, it was designated as the 107th Motor Rifle Division.;;;;;;;;;;;;;x
59_Tank_Division_decision_title;Form the 59th Tank Division.;;;;;;;;;;;;;;x
59_Tank_Division_decision_desc;This decision will give access to a Red Army historical unit.;;;;;;;;;;;;;;x
EVTDESC11050;The 59th Independant Tank Division was raised from March to June 1941, from the 43rd Light Tank Brigade, 264th Rifle Regiment, 114th Artillery Regiment and 31st Cavalry Division in Zavitaya Station, in the Amur Oblast (Far East Military District). It was transferred to Moscow in mid-July 1941 and used to form the 108th and 109th Tank Divisions.;;;;;;;;;;;;;;x
10_Mechanized_Corps_decision_title;Form the 10th Mechanized Corps.;;;;;;;;;;;;;;x
10_Mechanized_Corps_decision_desc;This decision will give access to a Red Army historical corps.;;;;;;;;;;;;;;x
EVTDESC11051;In 1941, the People's Commissariat of Defence (NKO) ordered the formation of 21 new mechanized corps to reach a total of 30. Most of 1941's formations were lacking tanks or were built up with older models like the T-26.\n\nThe 10th Mechanised Corps was formed in Leningrad in March 1941, based on tank regiments that fought in the Winter War. Its commander was General Ivan G. Lazarev.\n10th Mechanized Corps was at 50-60% tank strength in June 1941.;;;;;;;;;;;;;;x
12_Mechanized_Corps_decision_title;Form the 12th Mechanized Corps.;;;;;;;;;;;;;;x
12_Mechanized_Corps_decision_desc;This decision will give access to a Red Army historical corps.;;;;;;;;;;;;;;x
EVTDESC11052;12th Mechanized Corps was one of the new formations started in March 1941. It was raised in Siauliau (Baltic Special Military District) and placed under the command of General Nikolai M. Shestopalov.\n12th Mechanized Corps was at 80-90% tank strength in June 1941.;;;;;;;;;;;;;;x
11_Mechanized_Corps_decision_title;Form the 11th Mechanized Corps in the Bielorussian Military District.;;;;;;;;;;;;;;x
11_Mechanized_Corps_decision_desc;This decision will give access to a Red Army historical corps.;;;;;;;;;;;;;;x
EVTDESC11053;11th Mechanized Corps was set up in Volkovysk and placed under the command of General Dmitrii K. Mostovenko, using the former 25th Light Tank Brigade and the 12th Motorized MG Artillery Brigade.;;;;;;;;;;;;;;x
13_Mechanized_Corps_decision_title;Form the 13th Mechanized Corps in the Bielorussian Military District.;;;;;;;;;;;;;;x
13_Mechanized_Corps_decision_desc;This decision will give access to a Red Army historical corps.;;;;;;;;;;;;;;x
EVTDESC11054;13th Mechanized Corps was set up in Bielsk Podlaski and placed under the command of General Piotr N. Akhlustin, using the former 44th Light Tank Brigade and the 14th Motorized MG Artillery Brigade.;;;;;;;;;;;;;;x
14_Mechanized_Corps_decision_title;Form the 14th Mechanized Corps in the Bielorussian Military District.;;;;;;;;;;;;;;x
14_Mechanized_Corps_decision_desc;This decision will give access to a Red Army historical corps.;;;;;;;;;;;;;;x
EVTDESC11055;14th Mechanized Corps was set up in Kobrin and placed under the command of General Stepan I. Oborin, using the former 29th and 32nd Light Tank Brigades and the 3rd Motorized MG Artillery Brigade.;;;;;;;;;;;;;;x
17_Mechanized_Corps_decision_title;Form the 17th Mechanized Corps in the Bielorussian Military District.;;;;;;;;;;;;;;x
17_Mechanized_Corps_decision_desc;This decision will give access to a Red Army historical corps.;;;;;;;;;;;;;;x
EVTDESC11056;17th Mechanized Corps was set up in Baranovichi and placed under the command of General Mikhail P. Petrov, using the former 16th Light Tank Brigade and the 13th Motorized MG Artillery Brigade.;;;;;;;;;;;;;;x
20_Mechanized_Corps_decision_title;Form the 20th Mechanized Corps in the Bielorussian Military District.;;;;;;;;;;;;;;x
20_Mechanized_Corps_decision_desc;This decision will give access to a Red Army historical corps.;;;;;;;;;;;;;;x
EVTDESC11057;20th Mechanized Corps was set up in Borisov and placed under the command of General Andrei G. Nikitin, using the 4th Cavalry Division alongside the 12th and 20th Light Tank Brigades.;;;;;;;;;;;;;;x
15_Mechanized_Corps_decision_title;Form 15th Mechanized Corps in the Kiev Special Military District.;;;;;;;;;;;;;;x
15_Mechanized_Corps_decision_desc;This decision will give access to a Red Army historical corps.;;;;;;;;;;;;;;x
EVTDESC11058;15th Mechanized Corps was set up in Brody and placed under the command of General Ignatii I. Karpezo, using the 6th Motorized MG Artillery Brigade alongside the 18th and 30th Light Tank Brigades.;;;;;;;;;;;;;;x
16_Mechanized_Corps_decision_title;Form 16th Mechanized Corps in the Kiev Special Military District.;;;;;;;;;;;;;;x
16_Mechanized_Corps_decision_desc;This decision will give access to a Red Army historical corps.;;;;;;;;;;;;;;x
EVTDESC11059;16th Mechanized Corps was set up in Tjernovsty and placed under the command of General Aleksandr D. Sokolov, using the 26th Light Tank Brigade.;;;;;;;;;;;;;;x
19_Mechanized_Corps_decision_title;Form 19th Mechanized Corps in the Kiev Special Military District.;;;;;;;;;;;;;;x
19_Mechanized_Corps_decision_desc;This decision will give access to a Red Army historical corps.;;;;;;;;;;;;;;x
EVTDESC11060;19th Mechanized Corps was set up in Zhitomir and placed under the command of General Nikolai F. Feklenko, using the 22th Motorized MG Artillery Brigade alongside the 35th and 39th Light Tank Brigades.;;;;;;;;;;;;;;x
22_Mechanized_Corps_decision_title;Form 22th Mechanized Corps in the Kiev Special Military District.;;;;;;;;;;;;;;x
22_Mechanized_Corps_decision_desc;This decision will give access to a Red Army historical corps.;;;;;;;;;;;;;;x
EVTDESC11061;22nd Mechanized Corps was set up in Lutsk and placed under the command of General Semion M. Kondrusev, using the 15th Motorized MG Artillery Brigade alongside the 36th and 38th Light Tank Brigades.;;;;;;;;;;;;;;x
24_Mechanized_Corps_decision_title;Form 24th Mechanized Corps in the Kiev Special Military District.;;;;;;;;;;;;;;x
24_Mechanized_Corps_decision_desc;This decision will give access to a Red Army historical corps.;;;;;;;;;;;;;;x
EVTDESC11062;24th Mechanized Corps was set up in Preskurov and placed under the command of General Vladimir I. Chistiakov, using the 18th and 20th Motorized MG Artillery Brigades alongside the 2nd and 14th Light Tank Brigades.;;;;;;;;;;;;;;x
18_Mechanized_Corps_decision_title;Form the 18th Mechanized Corps.;;;;;;;;;;;;;;x
18_Mechanized_Corps_decision_desc;This decision will give access to a Red Army historical corps.;;;;;;;;;;;;;;x
EVTDESC11063;18th Mechanized Corps was set up in Akkerman, in the Odessa Military District. Under the command of General Piotr V. Volokh. It only mustered 27% of its tank strength by June 1941.;;;;;;;;;;;;;;x
