province;red;green;blue;x;x
942;84;57;71;Örebro;x
943;126;60;199;Katrineholm;x
944;168;63;72;Nyköping;x
945;0;66;200;Risti;x
946;42;69;73;Paide;x
947;84;72;201;Jogeva;x
948;129;147;64;Gdov;x
949;0;201;95;Simsk;x
950;168;171;182;Okulovka;x
951;0;174;55;Msta;x
952;84;87;76;;x
953;126;90;204;;x
954;168;93;77;;x
955;0;96;205;;x
956;42;99;78;Darvinskij Zapovednik;x
957;84;102;206;;x
958;126;105;79;;x
959;168;108;207;;x
960;0;111;80;;x
961;42;114;208;;x
962;84;117;81;;x
963;126;120;209;;x
964;168;123;82;;x
965;0;126;210;;x
966;42;129;83;;x
967;84;132;211;;x
968;126;135;84;;x
969;168;138;212;;x
970;0;141;85;;x
971;42;144;213;;x
972;84;147;86;;x
973;126;150;214;Mallaig;x
974;168;153;87;Dalwhinnie;x
975;0;156;215;Dunkeld;x
976;42;159;88;Arbroath;x
977;84;162;216;Moi;x
978;126;165;89;Arendal;x
979;168;168;217;Skien;x
980;0;171;90;Strömstad;x
981;42;174;218;Mellerud;x
982;84;177;91;Askersund;x
983;126;180;219;Vingåker;x
984;168;183;92;Flen;x
985;0;186;220;Saaremaa;x
986;42;189;93;Pärnu;x
987;84;192;221;Imavere;x
988;126;195;94;Tartu;x
989;3;0;225;Pskov;x
990;127;102;14;Staraja Russa;x
991;84;207;96;Valdaj;x
992;42;204;223;Bologoe;x
993;126;210;224;;x
994;168;0;97;;x
995;0;3;225;;x
996;42;6;98;Pestovo;x
997;84;9;226;Posehon'e;x
998;85;21;36;;x
999;168;15;227;;x
1000;1;18;0;;x
1001;43;21;128;;x
1002;85;24;1;;x
1003;127;27;129;;x
1004;169;30;2;;x
1005;1;33;130;;x
1006;43;36;3;;x
1007;85;39;131;;x
1008;127;42;4;;x
1009;169;45;132;;x
1010;1;48;5;;x
1011;43;51;133;;x
1012;85;54;6;;x
1013;127;57;134;;x
1014;169;60;7;Tobermoray;x
1015;1;63;135;Forth William;x
1016;43;66;8;Stirling;x
1017;85;69;136;Smith Falls;x
1018;127;72;9;Kristiansand;x
1019;169;75;137;Lysekil;x
1020;1;78;10;Lidköping;x
1021;43;81;138;Karlsborg;x
1022;85;84;11;Motala;x
1023;127;87;139;Finspång;x
1024;169;90;12;Abja-Paluoja;x
1025;1;93;140;Rõngu;x
1026;43;96;13;Petseri;x
1027;85;99;141;Dno;x
1028;168;78;202;Luckovo;x
1029;1;108;15;Kuzenkino;x
1030;169;105;142;;x
1031;43;111;143;;x
1032;85;114;16;;x
1033;127;117;144;;x
1034;169;120;17;Krasnyj Holm;x
1035;1;123;145;Rybinsk;x
1036;43;126;18;;x
1037;168;201;187;;x
1038;127;132;19;;x
1039;169;135;147;;x
1040;1;138;20;;x
1041;43;141;148;;x
1042;85;144;21;;x
1043;127;147;149;;x
1044;169;150;22;;x
1045;1;153;150;;x
1046;43;156;23;;x
1047;85;159;151;;x
1048;127;162;24;;x
1049;169;165;152;;x
1050;1;168;25;;x
1051;43;171;153;;x
1052;85;174;26;Crianlarich;x
1053;127;177;154;Rosyth;x
1054;169;180;27;Farsund;x
1055;1;183;155;Vänersborg;x
1056;43;186;28;Skövde;x
1057;85;189;156;Ödeshög;x
1058;127;192;29;Linköping;x
1059;169;195;157;Norrköping;x
1060;1;198;30;Aloja;x
1061;43;201;158;Salacgriva;x
1062;85;204;31;Võru;x
1063;43;108;178;Ostrov;x
1064;169;210;32;Zaluc'e;x
1065;1;0;160;Derglets;x
1066;85;111;51;Udomlja;x
1067;85;6;161;;x
1068;127;9;34;;x
1069;169;12;162;;x
1070;1;15;35;Maksatiha;x
1071;43;18;163;Volga;x
1072;126;12;99;Jaroslavl';x
1073;127;24;164;;x
1074;169;27;37;;x
1075;1;30;165;;x
1076;43;33;38;;x
1077;85;36;166;;x
1078;127;39;39;;x
1079;169;42;167;;x
1080;1;45;40;;x
1081;43;48;168;;x
1082;85;51;41;;x
1083;127;54;169;;x
1084;169;57;42;;x
1085;1;60;170;;x
1086;43;63;43;;x
1087;85;66;171;;x
1088;127;69;44;;x
1089;169;72;172;Dunbarton;x
1090;1;75;45;Shotts;x
1091;43;78;173;Trinidad and Tobago;x
1092;85;81;46;Kungälv;x
1093;127;84;174;Vara;x
1094;169;87;47;Mjölby;x
1095;1;90;175;Valdemarsvik;x
1096;43;93;48;Ventspils;x
1097;85;96;176;Valdemãrpils;x
1098;127;99;49;Cesis;x
1099;169;102;177;Valka;x
1100;1;105;50;Vilaka;x
1101;127;207;159;Krasnyj Luc;x
1102;43;3;33;Demjansk;x
1103;127;114;179;Vysnij-Volocek;x
1104;127;183;34;;x
1105;127;105;184;;x
1106;43;123;53;;x
1107;169;30;207;;x
1108;127;177;4;Sonkovo;x
1109;169;132;182;Uglic;x
1110;1;135;55;;x
1111;43;138;183;;x
1112;1;84;145;;x
1113;127;144;184;;x
1114;169;147;57;;x
1115;1;150;185;;x
1116;43;153;58;;x
1117;85;156;186;;x
1118;127;159;59;;x
1119;169;162;187;;x
1120;1;165;60;;x
1121;43;168;188;;x
1122;85;171;61;;x
1123;127;174;189;;x
1124;169;177;62;;x
1125;1;180;190;;x
1126;43;183;63;Campbeltown;x
1127;85;186;191;Glasgow;x
1128;127;189;64;Edinburgh;x
1129;169;192;192;Dunbar;x
1130;1;195;65;Fredrikshavn;x
1131;43;198;193;Alingsås;x
1132;85;201;66;Falköping;x
1133;127;204;194;Gränna;x
1134;169;207;67;Västervik;x
1135;1;210;195;Visby;x
1136;43;0;68;Talsi;x
1137;85;3;196;Jurmala;x
1138;127;6;69;Sigulda;x
1139;169;9;197;Jaunpiebalga;x
1140;1;12;70;Gulbene;x
1141;43;15;198;Pytalovo;x
1142;85;18;71;Marevo;x
1143;85;138;91;Polnovo;x
1144;127;27;79;Firovo;x
1145;1;27;200;;x
1146;85;3;46;;x
1147;85;117;186;;x
1148;127;84;24;Rameski;x
1149;169;39;202;Kaljazin;x
1150;1;42;75;;x
1151;43;45;203;;x
1152;85;48;76;;x
1153;127;51;204;;x
1154;169;54;77;;x
1155;1;57;205;;x
1156;43;60;78;;x
1157;43;195;128;;x
1158;127;66;79;;x
1159;169;69;207;;x
1160;1;72;80;;x
1161;43;75;208;;x
1162;85;78;81;;x
1163;127;81;209;;x
1164;169;84;82;;x
1165;1;87;210;;x
1166;43;90;83;;x
1167;85;93;211;Lanark;x
1168;127;96;84;Selkirk;x
1169;169;99;212;Berwick;x
1170;1;102;85;Jammerbugt;x
1171;43;105;213;Göteborg;x
1172;85;108;86;Borås;x
1173;127;111;214;Jönköping;x
1174;169;114;87;Eksjö;x
1175;1;117;215;Tingsryd;x
1176;43;120;88;Alsunga;x
1177;85;123;216;Tukums;x
1178;127;126;89;Riga;x
1179;169;129;217;Ergli;x
1180;1;132;90;Madona;x
1181;43;135;218;Karsava;x
1182;127;21;199;Holm;x
1183;127;141;219;Ozero Seliger;x
1184;1;120;180;Ostaskov;x
1185;1;147;220;Kuvsinovo;x
1186;43;150;93;;x
1187;43;36;208;;x
1188;43;135;68;Lihoslavl';x
1189;169;159;222;Kazin;x
1190;1;162;95;;x
1191;43;165;223;;x
1192;85;168;96;;x
1193;127;171;224;;x
1194;169;174;97;;x
1195;1;177;225;;x
1196;43;180;98;;x
1197;85;183;226;;x
1198;127;186;99;;x
1199;169;189;227;;x
1200;1;192;0;;x
1201;85;63;206;;x
1202;85;198;1;;x
1203;127;201;129;;x
1204;169;204;2;;x
1205;1;207;130;;x
1206;43;210;3;;x
1207;85;0;131;;x
1208;127;3;4;Ayr;x
1209;169;6;132;Hawick;x
1210;1;9;5;Morpeth;x
1211;43;12;133;Holstebro;x
1212;85;15;6;Aalborg;x
1213;127;18;134;Kungsbacka;x
1214;169;21;7;Gislaved;x
1215;1;24;135;Nässjö;x
1216;43;27;8;Oskarshamn;x
1217;85;30;136;Burgsvik;x
1218;127;33;9;Liepaja;x
1219;169;36;137;Saldus;x
1220;1;39;10;Jelgava;x
1221;43;42;138;Aizkraukle;x
1222;85;45;11;Jekabpils;x
1223;127;48;139;Rezekne;x
1224;169;51;12;Ludza;x
1225;1;54;140;Ploskos;x
1226;85;24;206;Khitino;x
1227;85;60;141;El'tsy;x
1228;85;126;181;Torzok;x
1229;1;33;80;Mar'ino;x
1230;1;69;15;Mednoye;x
1231;127;129;54;Tver;x
1232;85;75;16;Kimry;x
1233;127;78;144;;x
1234;169;81;17;;x
1235;85;141;56;;x
1236;127;0;39;;x
1237;85;90;146;;x
1238;127;93;19;;x
1239;169;96;147;;x
1240;1;99;20;;x
1241;43;102;148;;x
1242;85;105;21;;x
1243;127;108;149;;x
1244;169;111;22;;x
1245;1;114;150;;x
1246;43;117;23;;x
1247;85;120;151;;x
1248;127;123;24;;x
1249;169;126;152;;x
1250;1;129;25;Letteskenny;x
1251;43;132;153;Larne;x
1252;85;135;26;Stranraer;x
1253;127;138;154;Dunfries;x
1254;169;141;27;Carlisle;x
1255;1;144;155;Newcastle;x
1256;43;147;28;Silkeborg;x
1257;85;150;156;Randers;x
1258;127;153;29;Hylte;x
1259;169;156;157;Värnamo;x
1260;1;159;30;Nybro;x
1261;43;162;158;Vainode;x
1262;85;165;31;Dobele;x
1263;127;168;159;Bauska;x
1264;169;171;32;Birzai;x
1265;1;174;160;Livani;x
1266;43;177;33;Dagda;x
1267;85;180;161;Nasva;x
1268;169;117;52;Peno;x
1269;169;186;162;Mal. Lokhovo;x
1270;1;189;35;Perlevo;x
1271;43;192;163;;x
1272;85;195;36;;x
1273;127;198;164;Volga;x
1274;169;201;37;Dubna;x
1275;1;204;165;;x
1276;43;15;48;;x
1277;85;210;166;;x
1278;43;87;18;;x
1279;169;3;167;;x
1280;1;6;40;;x
1281;43;9;168;;x
1282;85;12;41;;x
1283;127;15;169;;x
1284;169;18;42;;x
1285;1;21;170;;x
1286;43;24;43;;x
1287;43;39;173;;x
1288;127;30;44;;x
1289;169;33;172;;x
1290;1;156;65;;x
1291;85;27;171;;x
1292;85;42;46;;x
1293;127;45;174;Donegal;x
1294;169;48;47;Buncrana;x
1295;1;51;175;Coleraine;x
1296;43;54;48;Wigtown;x
1297;85;57;176;Workington;x
1298;127;60;49;Kendal;x
1299;169;63;177;Sunderland;x
1300;1;66;50;Herning;x
1301;43;69;178;Århus;x
1302;85;72;51;Halmstad;x
1303;127;75;179;Ljungby;x
1304;169;78;52;Växjö;x
1305;1;81;180;Kalmar;x
1306;1;138;225;Klaipeda;x
1307;85;87;181;Plunge;x
1308;127;90;54;Siauliai;x
1309;169;93;182;Panevezys;x
1310;1;96;55;Svedasai;x
1311;43;99;183;Daugavpils;x
1312;85;102;56;Marachkova;x
1313;169;144;92;Toropec;x
1314;43;78;23;Vozvysennost';x
1315;1;111;185;Azanovo;x
1316;43;30;73;Selizhavoro;x
1317;85;33;201;Staritsa;x
1318;127;36;74;;x
1319;169;123;187;Zavidovskij Zapovednik;x
1320;1;126;60;Sergiev Posad;x
1321;43;129;188;;x
1322;169;66;92;;x
1323;127;135;189;;x
1324;169;138;62;;x
1325;1;141;190;;x
1326;43;144;63;;x
1327;85;147;191;;x
1328;127;150;64;;x
1329;169;153;192;;x
1330;1;36;45;;x
1331;43;159;193;;x
1332;85;162;66;;x
1333;127;165;194;;x
1334;169;168;67;;x
1335;1;171;195;;x
1336;43;174;68;;x
1337;85;177;196;;x
1338;127;180;69;;x
1339;169;183;197;Sligo;x
1340;1;186;70;Omagh;x
1341;43;189;198;Belfast;x
1342;85;192;71;Barrow;x
1343;127;195;199;Durham;x
1344;169;198;72;Middlesborough;x
1345;1;201;200;Esbjerg;x
1346;43;204;73;Kolding;x
1347;85;207;201;Markaryd;x
1348;127;210;74;Älmhult;x
1349;169;0;202;Karlskrona;x
1350;1;3;75;Borgholm;x
1351;43;6;203;Laukuva;x
1352;85;9;76;Kelme;x
1353;127;12;204;Seduva;x
1354;169;15;77;Ukmerge;x
1355;1;18;205;Utena;x
1356;43;21;78;Braslaw;x
1357;43;57;13;Velikie Luki;x
1358;169;24;72;Andreapol';x
1359;127;63;14;Nelidovo;x
1360;169;66;142;Olenino;x
1361;85;153;221;Rzev;x
1362;169;9;47;Knyazh'i Gory;x
1363;127;156;94;Lotoshino;x
1364;169;45;82;Klin;x
1365;1;48;210;;x
1366;43;51;83;;x
1367;85;54;211;;x
1368;127;57;84;;x
1369;169;60;212;;x
1370;1;63;85;;x
1371;43;66;213;;x
1372;85;69;86;;x
1373;127;72;214;;x
1374;169;75;87;;x
1375;1;78;215;;x
1376;43;81;88;;x
1377;85;84;216;;x
1378;127;87;89;;x
1379;169;90;217;;x
1380;1;93;90;;x
1381;43;96;218;;x
1382;85;99;91;;x
1383;127;102;219;Balline;x
1384;169;105;92;Enniskillen;x
1385;1;108;220;Armagh;x
1386;43;111;93;Douglas;x
1387;85;114;221;Lancaster;x
1388;127;117;94;Darlington;x
1389;169;120;222;Scarborough;x
1390;1;123;95;Tönder;x
1391;43;126;223;Odense;x
1392;85;129;96;Helsingborg;x
1393;127;132;224;Hässleholm;x
1394;169;135;97;Karlshamn;x
1395;43;84;53;Silute;x
1396;43;141;98;Taurage;x
1397;85;144;226;Raseiniai;x
1398;127;147;99;Jonava;x
1399;169;150;227;Sirvintos;x
1400;1;153;0;Svencioneliai;x
1401;43;156;128;Hlybokaye;x
1402;43;0;173;Zapadnaja Dvina;x
1403;127;162;129;Zabory;x
1404;169;129;67;Novoselki;x
1405;1;168;130;Vasilevka;x
1406;127;6;174;Zubcov;x
1407;169;87;152;Sahovskaja;x
1408;43;72;143;Volokolamsk;x
1409;43;207;38;Moskva;x
1410;85;132;61;;x
1411;43;186;133;;x
1412;85;189;6;;x
1413;127;192;134;;x
1414;169;195;7;;x
1415;1;198;135;;x
1416;43;201;8;;x
1417;85;204;136;;x
1418;127;207;9;;x
1419;169;210;137;;x
1420;1;0;10;;x
1421;43;3;138;;x
1422;85;6;11;;x
1423;127;9;139;;x
1424;169;12;12;;x
1425;1;15;140;;x
1426;43;18;13;;x
1427;85;21;141;;x
1428;127;24;14;Mayo;x
1429;169;27;142;Leitrin;x
1430;1;30;15;Cavan;x
1431;43;33;143;Newry;x
1432;85;36;16;Skipton;x
1433;127;39;144;York;x
1434;169;42;17;Sönderborg;x
1435;1;45;145;Faaborg;x
1436;43;48;18;Slagelse;x
1437;85;51;146;Helsingör;x
1438;127;54;19;Malmö;x
1439;169;57;147;Rauschen;x
1440;1;60;20;Tilsit;x
1441;43;63;148;Jurbarkas;x
1442;85;66;21;Kaunas;x
1443;127;69;149;Kaisiadorys;x
1444;169;72;22;Pabrade;x
1445;1;75;150;Pastavy;x
1446;169;108;57;Haradok;x
1447;85;81;151;Precistoe;x
1448;127;120;59;Holm-Zirkovskij;x
1449;85;174;131;Izdeshkovo;x
1450;127;42;209;Viaz'ma;x
1451;1;132;195;;x
1452;127;99;154;Juhnov;x
1453;169;180;132;Obninsk;x
1454;169;102;27;;x
1455;1;105;155;;x
1456;43;108;28;;x
1457;85;111;156;;x
1458;127;114;29;;x
1459;169;117;157;;x
1460;1;120;30;;x
1461;43;123;158;;x
1462;85;126;31;;x
1463;127;129;159;;x
1464;169;132;32;;x
1465;1;135;160;;x
1466;43;138;33;;x
1467;85;141;161;;x
1468;127;144;34;;x
1469;169;147;162;;x
1470;1;150;35;;x
1471;43;153;163;;x
1472;85;156;36;;x
1473;127;159;164;Clifden;x
1474;169;162;37;Barbados;x
1475;1;165;165;Longford;x
1476;43;168;38;Drogheda;x
1477;85;171;166;Preston;x
1478;127;174;39;Leeds;x
1479;169;177;167;Leck;x
1480;1;180;40;Dominica;x
1481;43;183;168;Svendborg;x
1482;85;186;41;Copenhagen;x
1483;127;189;169;Trelleborg;x
1484;169;192;42;Ystad;x
1485;1;195;170;Labiau;x
1486;43;198;43;Ragnit;x
1487;85;201;171;Marijampole;x
1488;127;204;44;Ziezmariai;x
1489;85;123;66;Vievis;x
1490;1;210;45;Svir;x
1491;85;159;1;Dokshytsy;x
1492;43;114;58;Demidov;x
1493;43;171;3;Jarcevo;x
1494;85;39;81;Safonovo;x
1495;1;12;175;Gorki;x
1496;85;96;26;Ugra;x
1497;85;18;176;Meshchovsk;x
1498;169;24;177;Kaluga;x
1499;1;183;5;Serpuhov;x
1500;127;78;94;;x
1501;127;36;179;;x
1502;85;33;51;;x
1503;43;24;148;;x
1504;169;39;52;;x
1505;1;42;180;;x
1506;43;45;53;;x
1507;85;48;181;;x
1508;127;51;54;;x
1509;169;54;182;;x
1510;1;57;55;;x
1511;43;60;183;;x
1512;85;63;56;;x
1513;127;66;184;;x
1514;169;69;57;;x
1515;1;72;185;;x
1516;43;75;58;;x
1517;85;78;186;;x
1518;127;81;59;Galway;x
1519;169;84;187;Roscommon;x
1520;1;87;60;Kildare;x
1521;43;90;188;Liverpool;x
1522;85;93;61;Manchester;x
1523;127;96;189;Doncaster;x
1524;169;99;62;Hull;x
1525;1;102;190;Flensburg;x
1526;43;105;63;Guldborgssund;x
1527;85;108;191;Königsberg;x
1528;127;111;64;Insterburg;x
1529;169;114;192;Virbalis;x
1530;1;117;65;Alytus;x
1531;43;120;193;Semeliskes;x
1532;169;207;172;Wilno;x
1533;127;126;194;Knyahinin;x
1534;169;165;2;Vitsyebsk;x
1535;43;93;153;Smolensk;x
1536;1;90;25;Dorogobuz;x
1537;1;6;145;Verkhnedneprovskiy;x
1538;127;141;69;Barjatino;x
1539;127;21;49;Mosal'sk;x
1540;1;147;70;Soskensiy;x
1541;85;12;146;Oka;x
1542;1;27;50;Aleksin;x
1543;1;135;10;;x
1544;85;126;136;;x
1545;1;162;200;;x
1546;43;165;73;;x
1547;85;168;201;;x
1548;127;171;74;;x
1549;169;174;202;;x
1550;1;177;75;;x
1551;43;180;203;;x
1552;85;183;76;;x
1553;127;186;204;;x
1554;169;189;77;;x
1555;6;48;45;;x
1556;43;195;78;;x
1557;85;198;206;;x
1558;127;201;79;;x
1559;169;204;207;;x
1560;1;207;80;;x
1561;43;210;208;Loughrea;x
1562;85;0;81;Mullingar;x
1563;127;3;209;Dublin;x
1564;169;6;82;Anglesey;x
1565;1;9;210;Birkenhead;x
1566;43;12;83;Warrington;x
1567;85;15;211;Sheffield;x
1568;127;18;84;Scunthorpe;x
1569;169;21;212;Waddenneilanden;x
1570;1;24;85;Wilhelmshaven;x
1571;43;27;213;Schleswig;x
1572;85;30;86;Kiel;x
1573;127;33;214;Lauenburg;x
1574;169;36;87;Braunsberg;x
1575;1;39;215;Bartenstein;x
1576;43;42;88;Goldap;x
1577;85;45;216;Kalvarija;x
1578;127;48;89;Daugai;x
1579;169;51;217;Trakai;x
1580;1;54;90;Smarhon;x
1581;43;57;218;Zaslawye;x
1582;85;138;196;Orsha;x
1583;127;63;219;Satalovo;x
1584;169;144;197;El'nja;x
1585;43;9;18;Betlica;x
1586;43;72;93;Kirov;x
1587;85;75;221;;x
1588;85;153;71;Suvorov;x
1589;43;30;178;Tula;x
1590;1;84;95;;x
1591;43;87;223;;x
1592;85;90;96;;x
1593;127;93;224;;x
1594;169;96;97;;x
1595;1;99;225;;x
1596;43;102;98;;x
1597;85;105;226;;x
1598;127;108;99;;x
1599;169;111;227;;x
1600;1;114;0;Penza;x
1601;169;63;27;;x
1602;85;120;1;;x
1603;127;123;129;;x
1604;169;126;2;;x
1605;1;129;130;;x
1606;43;132;3;;x
1607;85;135;131;;x
1608;127;138;4;;x
1609;169;141;132;Ennis;x
1610;1;144;5;Tullamore;x
1611;43;147;133;Carlow;x
1612;85;150;6;Bangor;x
1613;127;153;134;Chester;x
1614;169;156;7;Stoke;x
1615;1;159;135;Nottingham;x
1616;43;162;8;Grimsby;x
1617;85;165;136;Langham;x
1618;127;168;9;Dokkum;x
1619;169;171;137;Norden;x
1620;1;174;10;Cuxhaven;x
1621;43;177;138;Neumünster;x
1622;85;180;11;Malente;x
1623;127;183;139;Rügen;x
1624;169;186;12;Köslin;x
1625;1;189;140;Stolp;x
1626;43;192;13;Danzig;x
1627;85;195;141;Elbing;x
1628;127;198;14;Guttstadt;x
1629;169;201;142;Lötzen;x
1630;1;204;15;Suwalki;x
1631;43;207;143;Druskienniki;x
1632;85;210;16;Varena;x
1633;127;0;144;Salcininkai;x
1634;169;3;17;Maladzyechna;x
1635;85;60;91;Barysaw;x
1636;1;69;220;Horki;x
1637;1;21;20;Roslavl';x
1638;43;156;78;Semenovka;x
1639;43;189;48;Barsuki;x
1640;43;150;198;;x
1641;169;81;222;Kozel'sk;x
1642;127;30;149;Belev;x
1643;169;159;72;Novomoskovsk;x
1644;169;33;22;;x
1645;169;66;197;;x
1646;43;39;23;;x
1647;85;42;151;;x
1648;127;45;24;;x
1649;169;48;152;;x
1650;1;51;25;;x
1651;43;54;153;;x
1652;85;57;26;;x
1653;127;60;154;;x
1654;43;117;128;;x
1655;1;66;155;;x
1656;43;69;28;;x
1657;85;72;156;;x
1658;132;102;54;;x
1659;169;78;157;;x
1660;1;81;30;;x
1661;43;84;158;;x
1662;85;87;31;Limerick;x
1663;127;90;159;Kilkenny;x
1664;169;93;32;Wicklow;x
1665;1;96;160;Wrexham;x
1666;43;99;33;Crewe;x
1667;85;102;161;Derby;x
1668;127;105;34;Lincoln;x
1669;169;108;162;Kings Lynn;x
1670;1;111;35;Great Yarmouth;x
1671;43;114;163;Den Helder;x
1672;85;117;36;Leeuwarden;x
1673;127;120;164;Groningen;x
1674;169;123;37;Delfzijl;x
1675;1;126;165;Wiesmoor;x
1676;43;129;38;Bremerhaven;x
1677;85;132;166;Stade;x
1678;127;135;39;Segeberg;x
1679;169;138;167;Lübeck;x
1680;1;141;40;Stralsund;x
1681;43;144;168;Wolgast;x
1682;85;147;41;Bornholm;x
1683;127;150;169;Kolberg;x
1684;169;153;42;Bublitz;x
1685;1;156;170;Chojnice;x
1686;43;159;43;Marienburg;x
1687;85;162;171;Mohrungen;x
1688;127;165;44;Sensburg;x
1689;169;168;172;Lyck;x
1690;1;171;45;Augustów;x
1691;43;141;203;Parechcha;x
1692;127;147;204;Radun';x
1693;127;180;174;Navahrudak;x
1694;169;183;47;Minsk;x
1695;85;192;176;Mahilyow;x
1696;169;18;147;Mstsislaw;x
1697;1;186;175;Desna;x
1698;43;123;8;Butchino;x
1699;169;198;177;;x
1700;85;27;21;;x
1701;43;57;68;Ul'janovo;x
1702;127;156;199;Plavsk;x
1703;85;141;11;;x
1704;169;0;52;;x
1705;1;3;180;;x
1706;43;6;53;;x
1707;85;9;181;;x
1708;127;12;54;;x
1709;169;15;182;;x
1710;1;18;55;;x
1711;43;21;183;;x
1712;85;24;56;;x
1713;127;27;184;;x
1714;169;30;57;;x
1715;1;33;185;;x
1716;43;36;58;;x
1717;85;39;186;;x
1718;127;42;59;;x
1719;169;45;187;;x
1720;1;48;60;;x
1721;43;51;188;;x
1722;85;54;61;Dingle;x
1723;127;57;189;Kilrush;x
1724;169;60;62;Tipperary;x
1725;1;63;190;Wexford;x
1726;43;66;63;Aberyswyth;x
1727;85;69;191;Shrewsbury;x
1728;127;72;64;Birmingham;x
1729;169;75;192;Leicester;x
1730;1;78;65;Peterborough;x
1731;43;81;193;Norwich;x
1732;85;84;66;Heerenveen;x
1733;127;87;194;Assen;x
1734;169;90;67;Emden;x
1735;1;93;195;Oldenburg;x
1736;43;96;68;Bremen;x
1737;85;99;196;Hamburg;x
1738;127;102;69;Mölln;x
1739;169;105;197;Wismar;x
1740;1;108;70;Rostock;x
1741;43;111;198;Greifswald;x
1742;85;114;71;Swinemünde;x
1743;127;117;199;Griefenburg;x
1744;169;120;72;Falkenburg;x
1745;1;123;200;Naklo nad Notecia;x
1746;43;126;73;Grudziadz;x
1747;85;129;201;Rosenberg;x
1748;127;132;74;Allenstein;x
1749;169;135;202;Johannisburg;x
1750;1;138;75;Grajewo;x
1751;43;174;173;Grodno;x
1752;85;144;76;Astryna;x
1753;85;177;46;Lida;x
1754;169;150;77;Stolpce;x
1755;1;153;205;Mar''ina Horka;x
1756;127;15;19;Chavusy;x
1757;1;120;135;Sumjaci;x
1758;43;90;38;;x
1759;169;165;207;;x
1760;1;168;80;Ljubohna;x
1761;169;99;167;;x
1762;85;174;81;Chern';x
1763;1;36;150;;x
1764;43;24;98;;x
1765;43;72;198;;x
1766;43;186;83;;x
1767;85;189;211;;x
1768;127;192;84;;x
1769;169;96;202;;x
1770;1;198;85;;x
1771;43;201;213;;x
1772;85;204;86;;x
1773;127;207;214;;x
1774;169;210;87;;x
1775;1;0;215;;x
1776;43;3;88;;x
1777;85;6;216;;x
1778;127;9;89;;x
1779;169;12;217;;x
1780;1;15;90;;x
1781;43;18;218;;x
1782;85;21;91;Tralee;x
1783;127;24;219;Youghan;x
1784;169;27;92;Waterford;x
1785;1;30;220;Brecon;x
1786;43;33;93;Worcester;x
1787;85;36;221;Coventry;x
1788;127;39;94;Northampton;x
1789;169;42;222;Thetford;x
1790;1;45;95;Lowestoft;x
1791;43;48;223;Alkmaar;x
1792;85;51;96;Steenvijk;x
1793;127;54;224;Emmen;x
1794;169;57;97;Cloppenburg;x
1795;1;60;225;Harpstedt;x
1796;43;63;98;Walsrode;x
1797;85;66;226;Lüneburg;x
1798;127;69;99;Schwerin;x
1799;169;72;227;Parchim;x
1800;1;75;0;Neubrandenburg;x
1801;43;78;128;Pasewalk;x
1802;85;81;1;Stettin;x
1803;127;84;129;Arnswalde;x
1804;169;87;2;Schneidenmühl;x
1805;1;90;130;Bydgoszcz;x
1806;43;93;3;Brodnica;x
1807;85;96;131;Rypin;x
1808;127;99;4;Ostroleka;x
1809;169;102;132;Lomza;x
1810;1;105;5;Bialystok;x
1811;43;108;133;Masty;x
1812;85;111;6;Shchuchyn;x
1813;127;114;134;Baranavichy;x
1814;169;51;67;Slutsk;x
1815;85;159;206;Bykhaw;x
1816;127;195;49;Krychaw;x
1817;1;201;50;Zukovka;x
1818;127;129;9;;x
1819;43;204;178;;x
1820;85;207;51;;x
1821;127;177;209;Bolhov;x
1822;127;210;179;Efremov;x
1823;1;183;210;;x
1824;127;15;224;;x
1825;1;150;140;;x
1826;44;39;128;;x
1827;85;156;141;;x
1828;127;159;14;;x
1829;169;162;142;;x
1830;1;165;15;;x
1831;43;168;143;;x
1832;85;171;16;;x
1833;127;174;144;;x
1834;169;177;17;;x
1835;1;180;145;;x
1836;43;183;18;;x
1837;85;186;146;;x
1838;127;189;19;;x
1839;169;192;147;;x
1840;1;195;20;;x
1841;43;198;148;;x
1842;85;201;21;Killerney;x
1843;127;204;149;Cork;x
1844;169;207;22;Pembrooke;x
1845;1;210;150;Cardigan;x
1846;43;0;23;Monmouth;x
1847;85;3;151;Evesham;x
1848;127;6;24;Milton Keynes;x
1849;169;9;152;Cambridge;x
1850;1;12;25;Ipswich;x
1851;43;15;153;Haarlem;x
1852;85;18;26;Zwolle;x
1853;127;21;154;Hoogeveen;x
1854;169;24;27;Lingen;x
1855;1;27;155;Vechta;x
1856;43;30;28;Nienburg;x
1857;85;165;86;Hannover;x
1858;127;36;29;Lückow;x
1859;169;39;157;Ludwigslust;x
1860;1;42;30;Wittenberge;x
1861;43;177;88;Berlin;x
1862;85;48;31;Schwedt an der Oder;x
1863;127;51;159;Stargard;x
1864;169;54;32;Woldenberg;x
1865;1;57;160;Gniezno;x
1866;43;60;33;Torun;x
1867;85;63;161;Wloclawek;x
1868;127;66;34;Mlawa;x
1869;169;69;162;Ostrów Mazowiecka;x
1870;1;72;35;Sokoly;x
1871;43;75;163;Kamyayets;x
1872;85;78;36;Vawkavysk;x
1873;127;81;164;Slonim;x
1874;169;84;37;Mal'kavichy;x
1875;1;87;165;Asipovichy;x
1876;127;162;79;Slawharad;x
1877;1;54;195;;x
1878;127;96;39;;x
1879;43;171;208;;x
1880;85;12;96;;x
